time(s);battery;obc;eps;communication;sdatf;slp;smdh
6818;1,9840933;On;On;Receiver;Off;Off;Off
6819;1,98359;On;On;Receiver;Off;Off;Off
6820;1,9830867;On;On;Receiver;Off;Off;Off
6821;1,9825833;On;On;Receiver;Off;Off;Off
6822;1,98208;On;On;Receiver;Off;Off;Off
6823;1,9815767;On;On;Receiver;Off;Off;Off
6824;1,9810734;On;On;Receiver;Off;Off;Off
6825;1,98057;On;On;Receiver;Off;Off;Off
6826;1,9800667;On;On;Receiver;Off;Off;Off
6827;1,9795634;On;On;Receiver;Off;Off;Off
6828;1,97906;On;On;Receiver;Off;Off;Off
6829;1,9785566;On;On;Receiver;Off;Off;Off
6830;1,9780533;On;On;Receiver;Off;Off;Off
6831;1,97755;On;On;Receiver;Off;Off;Off
6832;1,9770466;On;On;Receiver;Off;Off;Off
6833;1,9765433;On;On;Receiver;Off;Off;Off
6834;1,97604;On;On;Receiver;Off;Off;Off
6835;1,9755367;On;On;Receiver;Off;Off;Off
6836;1,9750333;On;On;Receiver;Off;Off;Off
6837;1,97453;On;On;Receiver;Off;Off;Off
6838;1,9740267;On;On;Receiver;Off;Off;Off
6839;1,9735234;On;On;Receiver;Off;Off;Off
6840;1,97302;On;On;Receiver;Off;Off;Off
6841;1,9725167;On;On;Receiver;Off;Off;Off
6842;1,9720134;On;On;Receiver;Off;Off;Off
6843;1,97151;On;On;Receiver;Off;Off;Off
6844;1,9710066;On;On;Receiver;Off;Off;Off
6845;1,9705033;On;On;Receiver;Off;Off;Off
6846;1,97;On;On;Receiver;Off;Off;Off
6847;1,9694966;On;On;Receiver;Off;Off;Off
6848;1,9689933;On;On;Receiver;Off;Off;Off
6849;1,96849;On;On;Receiver;Off;Off;Off
6850;1,9679867;On;On;Receiver;Off;Off;Off
6851;1,9674833;On;On;Receiver;Off;Off;Off
6852;1,96698;On;On;Receiver;Off;Off;Off
6853;1,9664767;On;On;Receiver;Off;Off;Off
6854;1,9659734;On;On;Receiver;Off;Off;Off
6855;1,96547;On;On;Receiver;Off;Off;Off
6856;1,9649667;On;On;Receiver;Off;Off;Off
6857;1,9644634;On;On;Receiver;Off;Off;Off
6858;1,96396;On;On;Receiver;Off;Off;Off
6859;1,9634566;On;On;Receiver;Off;Off;Off
6860;1,9629533;On;On;Receiver;Off;Off;Off
6861;1,96245;On;On;Receiver;Off;Off;Off
6862;1,9619467;On;On;Receiver;Off;Off;Off
6863;1,9614433;On;On;Receiver;Off;Off;Off
6864;1,96094;On;On;Receiver;Off;Off;Off
6865;1,9604367;On;On;Receiver;Off;Off;Off
6866;1,9599333;On;On;Receiver;Off;Off;Off
6867;1,95943;On;On;Receiver;Off;Off;Off
6868;1,9589267;On;On;Receiver;Off;Off;Off
6869;1,9584234;On;On;Receiver;Off;Off;Off
6870;1,95792;On;On;Receiver;Off;Off;Off
6871;1,9574167;On;On;Receiver;Off;Off;Off
6872;1,9569134;On;On;Receiver;Off;Off;Off
6873;1,95641;On;On;Receiver;Off;Off;Off
6874;1,9559066;On;On;Receiver;Off;Off;Off
6875;1,9554033;On;On;Receiver;Off;Off;Off
6876;1,9549;On;On;Receiver;Off;Off;Off
6877;1,9543967;On;On;Receiver;Off;Off;Off
6878;1,9538933;On;On;Receiver;Off;Off;Off
6879;1,95339;On;On;Receiver;Off;Off;Off
6880;1,9528867;On;On;Receiver;Off;Off;Off
6881;1,9523833;On;On;Receiver;Off;Off;Off
6882;1,95188;On;On;Receiver;Off;Off;Off
6883;1,9513767;On;On;Receiver;Off;Off;Off
6884;1,9508734;On;On;Receiver;Off;Off;Off
6885;1,95037;On;On;Receiver;Off;Off;Off
6886;1,9498667;On;On;Receiver;Off;Off;Off
6887;1,9493634;On;On;Receiver;Off;Off;Off
6888;1,94886;On;On;Receiver;Off;Off;Off
6889;1,9483566;On;On;Receiver;Off;Off;Off
6890;1,9478533;On;On;Receiver;Off;Off;Off
6891;1,94735;On;On;Receiver;Off;Off;Off
6892;1,9468467;On;On;Receiver;Off;Off;Off
6893;1,9463433;On;On;Receiver;Off;Off;Off
6894;1,94584;On;On;Receiver;Off;Off;Off
6895;1,9453367;On;On;Receiver;Off;Off;Off
6896;1,9448333;On;On;Receiver;Off;Off;Off
6897;1,94433;On;On;Receiver;Off;Off;Off
6898;1,9438267;On;On;Receiver;Off;Off;Off
6899;1,9433234;On;On;Receiver;Off;Off;Off
6900;1,94282;On;On;Receiver;Off;Off;Off
6901;1,9423167;On;On;Receiver;Off;Off;Off
6902;1,9418133;On;On;Receiver;Off;Off;Off
6903;1,94131;On;On;Receiver;Off;Off;Off
6904;1,9408066;On;On;Receiver;Off;Off;Off
6905;1,9403033;On;On;Receiver;Off;Off;Off
6906;1,9398;On;On;Receiver;Off;Off;Off
6907;1,9392967;On;On;Receiver;Off;Off;Off
6908;1,9387933;On;On;Receiver;Off;Off;Off
6909;1,93829;On;On;Receiver;Off;Off;Off
6910;1,9377867;On;On;Receiver;Off;Off;Off
6911;1,9372833;On;On;Receiver;Off;Off;Off
6912;1,93678;On;On;Receiver;Off;Off;Off
6913;1,9362767;On;On;Receiver;Off;Off;Off
6914;1,9357734;On;On;Receiver;Off;Off;Off
6915;1,93527;On;On;Receiver;Off;Off;Off
6916;1,9347667;On;On;Receiver;Off;Off;Off
6917;1,9342633;On;On;Receiver;Off;Off;Off
6918;1,93376;On;On;Receiver;Off;Off;Off
6919;1,9332566;On;On;Receiver;Off;Off;Off
6920;1,9327533;On;On;Receiver;Off;Off;Off
6921;1,93225;On;On;Receiver;Off;Off;Off
6922;1,9317467;On;On;Receiver;Off;Off;Off
6923;1,9312433;On;On;Receiver;Off;Off;Off
6924;1,93074;On;On;Receiver;Off;Off;Off
6925;1,9302367;On;On;Receiver;Off;Off;Off
6926;1,9297333;On;On;Receiver;Off;Off;Off
6927;1,92923;On;On;Receiver;Off;Off;Off
6928;1,9287267;On;On;Receiver;Off;Off;Off
6929;1,9282234;On;On;Receiver;Off;Off;Off
6930;1,92772;On;On;Receiver;Off;Off;Off
6931;1,9272166;On;On;Receiver;Off;Off;Off
6932;1,9267133;On;On;Receiver;Off;Off;Off
6933;1,92621;On;On;Receiver;Off;Off;Off
6934;1,9257066;On;On;Receiver;Off;Off;Off
6935;1,9252033;On;On;Receiver;Off;Off;Off
6936;1,9247;On;On;Receiver;Off;Off;Off
6937;1,9241967;On;On;Receiver;Off;Off;Off
6938;1,9236933;On;On;Receiver;Off;Off;Off
6939;1,92319;On;On;Receiver;Off;Off;Off
6940;1,9226867;On;On;Receiver;Off;Off;Off
6941;1,9221833;On;On;Receiver;Off;Off;Off
6942;1,92168;On;On;Receiver;Off;Off;Off
6943;1,9211767;On;On;Receiver;Off;Off;Off
6944;1,9206734;On;On;Receiver;Off;Off;Off
6945;1,92017;On;On;Receiver;Off;Off;Off
6946;1,9196666;On;On;Receiver;Off;Off;Off
6947;1,9191633;On;On;Receiver;Off;Off;Off
6948;1,91866;On;On;Receiver;Off;Off;Off
6949;1,9181566;On;On;Receiver;Off;Off;Off
6950;1,9176533;On;On;Receiver;Off;Off;Off
6951;1,91715;On;On;Receiver;Off;Off;Off
6952;1,9166467;On;On;Receiver;Off;Off;Off
6953;1,9161433;On;On;Receiver;Off;Off;Off
6954;1,91564;On;On;Receiver;Off;Off;Off
6955;1,9151367;On;On;Receiver;Off;Off;Off
6956;1,9146333;On;On;Receiver;Off;Off;Off
6957;1,91413;On;On;Receiver;Off;Off;Off
6958;1,9136267;On;On;Receiver;Off;Off;Off
6959;1,9131234;On;On;Receiver;Off;Off;Off
6960;1,91262;On;On;Receiver;Off;Off;Off
6961;1,9121166;On;On;Receiver;Off;Off;Off
6962;1,9116133;On;On;Receiver;Off;Off;Off
6963;1,91111;On;On;Receiver;Off;Off;Off
6964;1,9106066;On;On;Receiver;Off;Off;Off
6965;1,9101033;On;On;Receiver;Off;Off;Off
6966;1,9096;On;On;Receiver;Off;Off;Off
6967;1,9090967;On;On;Receiver;Off;Off;Off
6968;1,9085933;On;On;Receiver;Off;Off;Off
6969;1,90809;On;On;Receiver;Off;Off;Off
6970;1,9075867;On;On;Receiver;Off;Off;Off
6971;1,9070834;On;On;Receiver;Off;Off;Off
6972;1,90658;On;On;Receiver;Off;Off;Off
6973;1,9060767;On;On;Receiver;Off;Off;Off
6974;1,9055734;On;On;Receiver;Off;Off;Off
6975;1,90507;On;On;Receiver;Off;Off;Off
6976;1,9045666;On;On;Receiver;Off;Off;Off
6977;1,9040633;On;On;Receiver;Off;Off;Off
6978;1,90356;On;On;Receiver;Off;Off;Off
6979;1,9030566;On;On;Receiver;Off;Off;Off
6980;1,9025533;On;On;Receiver;Off;Off;Off
6981;1,90205;On;On;Receiver;Off;Off;Off
6982;1,9015467;On;On;Receiver;Off;Off;Off
6983;2,4224966;On;On;Receiver;Off;Off;Off
6984;2,4224966;On;On;Receiver;Off;Off;Off
6985;2,4224966;On;On;Receiver;Off;Off;Off
6986;2,4224966;On;On;Receiver;Off;Off;Off
6987;2,4224966;On;On;Receiver;Off;Off;Off
6988;2,4224966;On;On;Receiver;Off;Off;Off
6989;2,4224966;On;On;Receiver;Off;Off;Off
6990;2,4224966;On;On;Receiver;Off;Off;Off
6991;2,4224966;On;On;Receiver;Off;Off;Off
6992;2,4224966;On;On;Receiver;Off;Off;Off
6993;2,4224966;On;On;Receiver;Off;Off;Off
6994;2,4224966;On;On;Receiver;Off;Off;Off
6995;2,4224966;On;On;Receiver;Off;Off;Off
6996;2,4224966;On;On;Receiver;Off;Off;Off
6997;2,4224966;On;On;Receiver;Off;Off;Off
6998;2,4224966;On;On;Receiver;Off;Off;Off
6999;2,4224966;On;On;Receiver;Off;Off;Off
7000;2,4224966;On;On;Receiver;Off;Off;Off
7001;2,4224966;On;On;Receiver;Off;Off;Off
7002;2,4224966;On;On;Receiver;Off;Off;Off
7003;2,4224966;On;On;Receiver;Off;Off;Off
7004;2,4224966;On;On;Receiver;Off;Off;Off
7005;2,4224966;On;On;Receiver;Off;Off;Off
7006;2,4224966;On;On;Receiver;Off;Off;Off
7007;2,4224966;On;On;Receiver;Off;Off;Off
7008;2,4224966;On;On;Receiver;Off;Off;Off
7009;2,4224966;On;On;Receiver;Off;Off;Off
7010;2,4224966;On;On;Receiver;Off;Off;Off
7011;2,4224966;On;On;Receiver;Off;Off;Off
7012;2,4224966;On;On;Receiver;Off;Off;Off
7013;2,4224966;On;On;Receiver;Off;Off;Off
7014;2,4224966;On;On;Receiver;Off;Off;Off
7015;2,4224966;On;On;Receiver;Off;Off;Off
7016;2,4224966;On;On;Receiver;Off;Off;Off
7017;2,4224966;On;On;Receiver;Off;Off;Off
7018;2,4224966;On;On;Receiver;Off;Off;Off
7019;2,4224966;On;On;Receiver;Off;Off;Off
7020;2,4224966;On;On;Receiver;Off;Off;Off
7021;2,4224966;On;On;Receiver;Off;Off;Off
7022;2,4224966;On;On;Receiver;Off;Off;Off
7023;2,4224966;On;On;Receiver;Off;Off;Off
7024;2,4224966;On;On;Receiver;Off;Off;Off
7025;2,4224966;On;On;Receiver;Off;Off;Off
7026;2,4224966;On;On;Receiver;Off;Off;Off
7027;2,4224966;On;On;Receiver;Off;Off;Off
7028;2,4224966;On;On;Receiver;Off;Off;Off
7029;2,4224966;On;On;Receiver;Off;Off;Off
7030;2,4224966;On;On;Receiver;Off;Off;Off
7031;2,4224966;On;On;Receiver;Off;Off;Off
7032;2,4224966;On;On;Receiver;Off;Off;Off
7033;2,4224966;On;On;Receiver;Off;Off;Off
7034;2,4224966;On;On;Receiver;Off;Off;Off
7035;2,4224966;On;On;Receiver;Off;Off;Off
7036;2,4224966;On;On;Receiver;Off;Off;Off
7037;2,4224966;On;On;Receiver;Off;Off;Off
7038;2,4224966;On;On;Receiver;Off;Off;Off
7039;2,4224966;On;On;Receiver;Off;Off;Off
7040;2,4224966;On;On;Receiver;Off;Off;Off
7041;2,4224966;On;On;Receiver;Off;Off;Off
7042;2,4224966;On;On;Receiver;Off;Off;Off
7043;2,4224966;On;On;Receiver;Off;Off;Off
7044;2,4224966;On;On;Receiver;Off;Off;Off
7045;2,4224966;On;On;Receiver;Off;Off;Off
7046;2,4224966;On;On;Receiver;Off;Off;Off
7047;2,4224966;On;On;Receiver;Off;Off;Off
7048;2,4224966;On;On;Receiver;Off;Off;Off
7049;2,4224966;On;On;Receiver;Off;Off;Off
7050;2,4224966;On;On;Receiver;Off;Off;Off
7051;2,4224966;On;On;Receiver;Off;Off;Off
7052;2,4224966;On;On;Receiver;Off;Off;Off
7053;2,4224966;On;On;Receiver;Off;Off;Off
7054;2,4224966;On;On;Receiver;Off;Off;Off
7055;2,4224966;On;On;Receiver;Off;Off;Off
7056;2,4224966;On;On;Receiver;Off;Off;Off
7057;2,4224966;On;On;Receiver;Off;Off;Off
7058;2,4224966;On;On;Receiver;Off;Off;Off
7059;2,4224966;On;On;Receiver;Off;Off;Off
7060;2,4224966;On;On;Receiver;Off;Off;Off
7061;2,4224966;On;On;Receiver;Off;Off;Off
7062;2,4224966;On;On;Receiver;Off;Off;Off
7063;2,4224966;On;On;Receiver;Off;Off;Off
7064;2,4224966;On;On;Receiver;Off;Off;Off
7065;2,4224966;On;On;Receiver;Off;Off;Off
7066;2,4224966;On;On;Receiver;Off;Off;Off
7067;2,4224966;On;On;Receiver;Off;Off;Off
7068;2,4224966;On;On;Receiver;Off;Off;Off
7069;2,4224966;On;On;Receiver;Off;Off;Off
7070;2,4224966;On;On;Receiver;Off;Off;Off
7071;2,4224966;On;On;Receiver;Off;Off;Off
7072;2,4224966;On;On;Receiver;Off;Off;Off
7073;2,4224966;On;On;Receiver;Off;Off;Off
7074;2,4224966;On;On;Receiver;Off;Off;Off
7075;2,4224966;On;On;Receiver;Off;Off;Off
7076;2,4224966;On;On;Receiver;Off;Off;Off
7077;2,4224966;On;On;Receiver;Off;Off;Off
7078;2,4224966;On;On;Receiver;Off;Off;Off
7079;2,4224966;On;On;Receiver;Off;Off;Off
7080;2,4224966;On;On;Receiver;Off;Off;Off
7081;2,4224966;On;On;Receiver;Off;Off;Off
7082;2,4224966;On;On;Receiver;Off;Off;Off
7083;2,4224966;On;On;Receiver;Off;Off;Off
7084;2,4224966;On;On;Receiver;Off;Off;Off
7085;2,4224966;On;On;Receiver;Off;Off;Off
7086;2,4224966;On;On;Receiver;Off;Off;Off
7087;2,4224966;On;On;Receiver;Off;Off;Off
7088;2,4224966;On;On;Receiver;Off;Off;Off
7089;2,4224966;On;On;Receiver;Off;Off;Off
7090;2,4224966;On;On;Receiver;Off;Off;Off
7091;2,4224966;On;On;Receiver;Off;Off;Off
7092;2,4224966;On;On;Receiver;Off;Off;Off
7093;2,4224966;On;On;Receiver;Off;Off;Off
7094;2,4224966;On;On;Receiver;Off;Off;Off
7095;2,4224966;On;On;Receiver;Off;Off;Off
7096;2,4224966;On;On;Receiver;Off;Off;Off
7097;2,4224966;On;On;Receiver;Off;Off;Off
7098;2,4224966;On;On;Receiver;Off;Off;Off
7099;2,4224966;On;On;Receiver;Off;Off;Off
7100;2,4224966;On;On;Receiver;Off;Off;Off
7101;2,4224966;On;On;Receiver;Off;Off;Off
7102;2,4224966;On;On;Receiver;Off;Off;Off
7103;2,4224966;On;On;Receiver;Off;Off;Off
7104;2,4224966;On;On;Receiver;Off;Off;Off
7105;2,4224966;On;On;Receiver;Off;Off;Off
7106;2,4224966;On;On;Receiver;Off;Off;Off
7107;2,4224966;On;On;Receiver;Off;Off;Off
7108;2,4224966;On;On;Receiver;Off;Off;Off
7109;2,4224966;On;On;Receiver;Off;Off;Off
7110;2,4224966;On;On;Receiver;Off;Off;Off
7111;2,4224966;On;On;Receiver;Off;Off;Off
7112;2,4224966;On;On;Receiver;Off;Off;Off
7113;2,4224966;On;On;Receiver;Off;Off;Off
7114;2,4224966;On;On;Receiver;Off;Off;Off
7115;2,4224966;On;On;Receiver;Off;Off;Off
7116;2,4224966;On;On;Receiver;Off;Off;Off
7117;2,4224966;On;On;Receiver;Off;Off;Off
7118;2,4224966;On;On;Receiver;Off;Off;Off
7119;2,4224966;On;On;Receiver;Off;Off;Off
7120;2,4224966;On;On;Receiver;Off;Off;Off
7121;2,4224966;On;On;Receiver;Off;Off;Off
7122;2,4224966;On;On;Receiver;Off;Off;Off
7123;2,4224966;On;On;Receiver;Off;Off;Off
7124;2,4224966;On;On;Receiver;Off;Off;Off
7125;2,4224966;On;On;Receiver;Off;Off;Off
7126;2,4224966;On;On;Receiver;Off;Off;Off
7127;2,4224966;On;On;Receiver;Off;Off;Off
7128;2,4224966;On;On;Receiver;Off;Off;Off
7129;2,4224966;On;On;Receiver;Off;Off;Off
7130;2,4224966;On;On;Receiver;Off;Off;Off
7131;2,4224966;On;On;Receiver;Off;Off;Off
7132;2,4224966;On;On;Receiver;Off;Off;Off
7133;2,4224966;On;On;Receiver;Off;Off;Off
7134;2,4224966;On;On;Receiver;Off;Off;Off
7135;2,4224966;On;On;Receiver;Off;Off;Off
7136;2,4224966;On;On;Receiver;Off;Off;Off
7137;2,4224966;On;On;Receiver;Off;Off;Off
7138;2,4224966;On;On;Receiver;Off;Off;Off
7139;2,4224966;On;On;Receiver;Off;Off;Off
7140;2,4224966;On;On;Receiver;Off;Off;Off
7141;2,4224966;On;On;Receiver;Off;Off;Off
7142;2,4224966;On;On;Receiver;Off;Off;Off
7143;2,4224966;On;On;Receiver;Off;Off;Off
7144;2,4224966;On;On;Receiver;Off;Off;Off
7145;2,4224966;On;On;Receiver;Off;Off;Off
7146;2,4224966;On;On;Receiver;Off;Off;Off
7147;2,4224966;On;On;Receiver;Off;Off;Off
7148;2,4224966;On;On;Receiver;Off;Off;Off
7149;2,4224966;On;On;Receiver;Off;Off;Off
7150;2,4224966;On;On;Receiver;Off;Off;Off
7151;2,4224966;On;On;Receiver;Off;Off;Off
7152;2,4224966;On;On;Receiver;Off;Off;Off
7153;2,4224966;On;On;Receiver;Off;Off;Off
7154;2,4224966;On;On;Receiver;Off;Off;Off
7155;2,4224966;On;On;Receiver;Off;Off;Off
7156;2,4224966;On;On;Receiver;Off;Off;Off
7157;2,4224966;On;On;Receiver;Off;Off;Off
7158;2,4224966;On;On;Receiver;Off;Off;Off
7159;2,4224966;On;On;Receiver;Off;Off;Off
7160;2,4224966;On;On;Receiver;Off;Off;Off
7161;2,4224966;On;On;Receiver;Off;Off;Off
7162;2,4224966;On;On;Receiver;Off;Off;Off
7163;2,4224966;On;On;Receiver;Off;Off;Off
7164;2,4224966;On;On;Receiver;Off;Off;Off
7165;2,4224966;On;On;Receiver;Off;Off;Off
7166;2,4224966;On;On;Receiver;Off;Off;Off
7167;2,4224966;On;On;Receiver;Off;Off;Off
7168;2,4224966;On;On;Receiver;Off;Off;Off
7169;2,4224966;On;On;Receiver;Off;Off;Off
7170;2,4224966;On;On;Receiver;Off;Off;Off
7171;2,4224966;On;On;Receiver;Off;Off;Off
7172;2,4224966;On;On;Receiver;Off;Off;Off
7173;2,4224966;On;On;Receiver;Off;Off;Off
7174;2,4224966;On;On;Receiver;Off;Off;Off
7175;2,4224966;On;On;Receiver;Off;Off;Off
7176;2,4224966;On;On;Receiver;Off;Off;Off
7177;2,4224966;On;On;Receiver;Off;Off;Off
7178;2,4224966;On;On;Receiver;Off;Off;Off
7179;2,4224966;On;On;Receiver;Off;Off;Off
7180;2,4224966;On;On;Receiver;Off;Off;Off
7181;2,4224966;On;On;Receiver;Off;Off;Off
7182;2,4224966;On;On;Receiver;Off;Off;Off
7183;2,4224966;On;On;Receiver;Off;Off;Off
7184;2,4224966;On;On;Receiver;Off;Off;Off
7185;2,4224966;On;On;Receiver;Off;Off;Off
7186;2,4224966;On;On;Receiver;Off;Off;Off
7187;2,4224966;On;On;Receiver;Off;Off;Off
7188;2,4224966;On;On;Receiver;Off;Off;Off
7189;2,4224966;On;On;Receiver;Off;Off;Off
7190;2,4224966;On;On;Receiver;Off;Off;Off
7191;2,4224966;On;On;Receiver;Off;Off;Off
7192;2,4224966;On;On;Receiver;Off;Off;Off
7193;2,4224966;On;On;Receiver;Off;Off;Off
7194;2,4224966;On;On;Receiver;Off;Off;Off
7195;2,4224966;On;On;Receiver;Off;Off;Off
7196;2,4224966;On;On;Receiver;Off;Off;Off
7197;2,4224966;On;On;Receiver;Off;Off;Off
7198;2,4224966;On;On;Receiver;Off;Off;Off
7199;2,4224966;On;On;Receiver;Off;Off;Off
7200;2,4224966;On;On;Receiver;Off;Off;Off
7201;2,4224966;On;On;Receiver;Off;Off;Off
7202;2,4224966;On;On;Receiver;Off;Off;Off
7203;2,4224966;On;On;Receiver;Off;Off;Off
7204;2,4224966;On;On;Receiver;Off;Off;Off
7205;2,4224966;On;On;Receiver;Off;Off;Off
7206;2,4224966;On;On;Receiver;Off;Off;Off
7207;2,4224966;On;On;Receiver;Off;Off;Off
7208;2,4224966;On;On;Receiver;Off;Off;Off
7209;2,4224966;On;On;Receiver;Off;Off;Off
7210;2,4224966;On;On;Receiver;Off;Off;Off
7211;2,4224966;On;On;Receiver;Off;Off;Off
7212;2,4224966;On;On;Receiver;Off;Off;Off
7213;2,4224966;On;On;Receiver;Off;Off;Off
7214;2,4224966;On;On;Receiver;Off;Off;Off
7215;2,4224966;On;On;Receiver;Off;Off;Off
7216;2,4224966;On;On;Receiver;Off;Off;Off
7217;2,4224966;On;On;Receiver;Off;Off;Off
7218;2,4224966;On;On;Receiver;Off;Off;Off
7219;2,4224966;On;On;Receiver;Off;Off;Off
7220;2,4224966;On;On;Receiver;Off;Off;Off
7221;2,4224966;On;On;Receiver;Off;Off;Off
7222;2,4224966;On;On;Receiver;Off;Off;Off
7223;2,4224966;On;On;Receiver;Off;Off;Off
7224;2,4224966;On;On;Receiver;Off;Off;Off
7225;2,4224966;On;On;Receiver;Off;Off;Off
7226;2,4224966;On;On;Receiver;Off;Off;Off
7227;2,4224966;On;On;Receiver;Off;Off;Off
7228;2,4224966;On;On;Receiver;Off;Off;Off
7229;2,4224966;On;On;Receiver;Off;Off;Off
7230;2,4224966;On;On;Receiver;Off;Off;Off
7231;2,4224966;On;On;Receiver;Off;Off;Off
7232;2,4224966;On;On;Receiver;Off;Off;Off
7233;2,4224966;On;On;Receiver;Off;Off;Off
7234;2,4224966;On;On;Receiver;Off;Off;Off
7235;2,4224966;On;On;Receiver;Off;Off;Off
7236;2,4224966;On;On;Receiver;Off;Off;Off
7237;2,4224966;On;On;Receiver;Off;Off;Off
7238;2,4224966;On;On;Receiver;Off;Off;Off
7239;2,4224966;On;On;Receiver;Off;Off;Off
7240;2,4224966;On;On;Receiver;Off;Off;Off
7241;2,4224966;On;On;Receiver;Off;Off;Off
7242;2,4224966;On;On;Receiver;Off;Off;Off
7243;2,4224966;On;On;Receiver;Off;Off;Off
7244;2,4224966;On;On;Receiver;Off;Off;Off
7245;2,4224966;On;On;Receiver;Off;Off;Off
7246;2,4224966;On;On;Receiver;Off;Off;Off
7247;2,4224966;On;On;Receiver;Off;Off;Off
7248;2,4224966;On;On;Receiver;Off;Off;Off
7249;2,4224966;On;On;Receiver;Off;Off;Off
7250;2,4224966;On;On;Receiver;Off;Off;Off
7251;2,4224966;On;On;Receiver;Off;Off;Off
7252;2,4224966;On;On;Receiver;Off;Off;Off
7253;2,4224966;On;On;Receiver;Off;Off;Off
7254;2,4224966;On;On;Receiver;Off;Off;Off
7255;2,4224966;On;On;Receiver;Off;Off;Off
7256;2,4224966;On;On;Receiver;Off;Off;Off
7257;2,4224966;On;On;Receiver;Off;Off;Off
7258;2,4224966;On;On;Receiver;Off;Off;Off
7259;2,4224966;On;On;Receiver;Off;Off;Off
7260;2,4224966;On;On;Receiver;Off;Off;Off
7261;2,4224966;On;On;Receiver;Off;Off;Off
7262;2,4224966;On;On;Receiver;Off;Off;Off
7263;2,4224966;On;On;Receiver;Off;Off;Off
7264;2,4224966;On;On;Receiver;Off;Off;Off
7265;2,4224966;On;On;Receiver;Off;Off;Off
7266;2,4224966;On;On;Receiver;Off;Off;Off
7267;2,4224966;On;On;Receiver;Off;Off;Off
7268;2,4224966;On;On;Receiver;Off;Off;Off
7269;2,4224966;On;On;Receiver;Off;Off;Off
7270;2,4224966;On;On;Receiver;Off;Off;Off
7271;2,4224966;On;On;Receiver;Off;Off;Off
7272;2,4224966;On;On;Receiver;Off;Off;Off
7273;2,4224966;On;On;Receiver;Off;Off;Off
7274;2,4224966;On;On;Receiver;Off;Off;Off
7275;2,4224966;On;On;Receiver;Off;Off;Off
7276;2,4224966;On;On;Receiver;Off;Off;Off
7277;2,4224966;On;On;Receiver;Off;Off;Off
7278;2,4224966;On;On;Receiver;Off;Off;Off
7279;2,4224966;On;On;Receiver;Off;Off;Off
7280;2,4224966;On;On;Receiver;Off;Off;Off
7281;2,4224966;On;On;Receiver;Off;Off;Off
7282;2,4224966;On;On;Receiver;Off;Off;Off
7283;2,4224966;On;On;Receiver;Off;Off;Off
7284;2,4224966;On;On;Receiver;Off;Off;Off
7285;2,4224966;On;On;Receiver;Off;Off;Off
7286;2,4224966;On;On;Receiver;Off;Off;Off
7287;2,4224966;On;On;Receiver;Off;Off;Off
7288;2,4224966;On;On;Receiver;Off;Off;Off
7289;2,4224966;On;On;Receiver;Off;Off;Off
7290;2,4224966;On;On;Receiver;Off;Off;Off
7291;2,4224966;On;On;Receiver;Off;Off;Off
7292;2,4224966;On;On;Receiver;Off;Off;Off
7293;2,4224966;On;On;Receiver;Off;Off;Off
7294;2,4224966;On;On;Receiver;Off;Off;Off
7295;2,4224966;On;On;Receiver;Off;Off;Off
7296;2,4224966;On;On;Receiver;Off;Off;Off
7297;2,4224966;On;On;Receiver;Off;Off;Off
7298;2,4224966;On;On;Receiver;Off;Off;Off
7299;2,4224966;On;On;Receiver;Off;Off;Off
7300;2,4224966;On;On;Receiver;Off;Off;Off
7301;2,4224966;On;On;Receiver;Off;Off;Off
7302;2,4224966;On;On;Receiver;Off;Off;Off
7303;2,4224966;On;On;Receiver;Off;Off;Off
7304;2,4224966;On;On;Receiver;Off;Off;Off
7305;2,4224966;On;On;Receiver;Off;Off;Off
7306;2,4224966;On;On;Receiver;Off;Off;Off
7307;2,4224966;On;On;Receiver;Off;Off;Off
7308;2,4224966;On;On;Receiver;Off;Off;Off
7309;2,4224966;On;On;Receiver;Off;Off;Off
7310;2,4224966;On;On;Receiver;Off;Off;Off
7311;2,4224966;On;On;Receiver;Off;Off;Off
7312;2,4224966;On;On;Receiver;Off;Off;Off
7313;2,4224966;On;On;Receiver;Off;Off;Off
7314;2,4224966;On;On;Receiver;Off;Off;Off
7315;2,4224966;On;On;Receiver;Off;Off;Off
7316;2,4224966;On;On;Receiver;Off;Off;Off
7317;2,4224966;On;On;Receiver;Off;Off;Off
7318;2,4224966;On;On;Receiver;Off;Off;Off
7319;2,4224966;On;On;Receiver;Off;Off;Off
7320;2,4224966;On;On;Receiver;Off;Off;Off
7321;2,4224966;On;On;Receiver;Off;Off;Off
7322;2,4224966;On;On;Receiver;Off;Off;Off
7323;2,4224966;On;On;Receiver;Off;Off;Off
7324;2,4224966;On;On;Receiver;Off;Off;Off
7325;2,4224966;On;On;Receiver;Off;Off;Off
7326;2,4224966;On;On;Receiver;Off;Off;Off
7327;2,4224966;On;On;Receiver;Off;Off;Off
7328;2,4224966;On;On;Receiver;Off;Off;Off
7329;2,4224966;On;On;Receiver;Off;Off;Off
7330;2,4224966;On;On;Receiver;Off;Off;Off
7331;2,4224966;On;On;Receiver;Off;Off;Off
7332;2,4224966;On;On;Receiver;Off;Off;Off
7333;2,4224966;On;On;Receiver;Off;Off;Off
7334;2,4224966;On;On;Receiver;Off;Off;Off
7335;2,4224966;On;On;Receiver;Off;Off;Off
7336;2,4224966;On;On;Receiver;Off;Off;Off
