time(s);battery;obc;eps;communication;sdatf;slp;smdh
54166;2,4224966;ALERT;On;Receiver;Off;Off;Off
54167;2,4224966;ALERT;On;Receiver;Off;Off;Off
54168;2,4224966;ALERT;On;Receiver;Off;Off;Off
54169;2,4224966;ALERT;On;Receiver;Off;Off;Off
54170;2,4224966;ALERT;On;Receiver;Off;Off;Off
54171;2,4224966;ALERT;On;Receiver;Off;Off;Off
54172;2,4224966;ALERT;On;Receiver;Off;Off;Off
54173;2,4224966;ALERT;On;Receiver;Off;Off;Off
54174;2,4224966;ALERT;On;Receiver;Off;Off;Off
54175;2,4224966;ALERT;On;Receiver;Off;Off;Off
54176;2,4224966;ALERT;On;Receiver;Off;Off;Off
54177;2,4224966;ALERT;On;Receiver;Off;Off;Off
54178;2,4224966;ALERT;On;Receiver;Off;Off;Off
54179;2,4224966;ALERT;On;Receiver;Off;Off;Off
54180;2,4224966;ALERT;On;Receiver;Off;Off;Off
54181;2,4224966;ALERT;On;Receiver;Off;Off;Off
54182;2,4224966;ALERT;On;Receiver;Off;Off;Off
54183;2,4224966;ALERT;On;Receiver;Off;Off;Off
54184;2,4224966;ALERT;On;Receiver;Off;Off;Off
54185;2,4224966;ALERT;On;Receiver;Off;Off;Off
54186;2,4224966;ALERT;On;Receiver;Off;Off;Off
54187;2,4224966;ALERT;On;Receiver;Off;Off;Off
54188;2,4224966;ALERT;On;Receiver;Off;Off;Off
54189;2,4224966;ALERT;On;Receiver;Off;Off;Off
54190;2,4224966;ALERT;On;Receiver;Off;Off;Off
54191;2,4224966;ALERT;On;Receiver;Off;Off;Off
54192;2,4224966;ALERT;On;Receiver;Off;Off;Off
54193;2,4224966;ALERT;On;Receiver;Off;Off;Off
54194;2,4224966;ALERT;On;Receiver;Off;Off;Off
54195;2,4224966;ALERT;On;Receiver;Off;Off;Off
54196;2,4224966;ALERT;On;Receiver;Off;Off;Off
54197;2,4224966;ALERT;On;Receiver;Off;Off;Off
54198;2,4224966;ALERT;On;Receiver;Off;Off;Off
54199;2,4224966;ALERT;On;Receiver;Off;Off;Off
54200;2,4224966;ALERT;On;Receiver;Off;Off;Off
54201;2,4224966;ALERT;On;Receiver;Off;Off;Off
54202;2,4224966;ALERT;On;Receiver;Off;Off;Off
54203;2,4224966;ALERT;On;Receiver;Off;Off;Off
54204;2,4224966;ALERT;On;Receiver;Off;Off;Off
54205;2,4224966;ALERT;On;Receiver;Off;Off;Off
54206;2,4224966;ALERT;On;Receiver;Off;Off;Off
54207;2,4224966;ALERT;On;Receiver;Off;Off;Off
54208;2,4224966;ALERT;On;Receiver;Off;Off;Off
54209;2,4224966;ALERT;On;Receiver;Off;Off;Off
54210;2,4224966;ALERT;On;Receiver;Off;Off;Off
54211;2,4224966;ALERT;On;Receiver;Off;Off;Off
54212;2,4224966;ALERT;On;Receiver;Off;Off;Off
54213;2,4224966;ALERT;On;Receiver;Off;Off;Off
54214;2,4224966;ALERT;On;Receiver;Off;Off;Off
54215;2,4224966;ALERT;On;Receiver;Off;Off;Off
54216;2,4224966;ALERT;On;Receiver;Off;Off;Off
54217;2,4224966;ALERT;On;Receiver;Off;Off;Off
54218;2,4224966;ALERT;On;Receiver;Off;Off;Off
54219;2,4224966;ALERT;On;Receiver;Off;Off;Off
54220;2,4224966;ALERT;On;Receiver;Off;Off;Off
54221;2,4224966;ALERT;On;Receiver;Off;Off;Off
54222;2,4224966;ALERT;On;Receiver;Off;Off;Off
54223;2,4224966;ALERT;On;Receiver;Off;Off;Off
54224;2,4224966;ALERT;On;Receiver;Off;Off;Off
54225;2,4224966;ALERT;On;Receiver;Off;Off;Off
54226;2,4224966;ALERT;On;Receiver;Off;Off;Off
54227;2,4224966;ALERT;On;Receiver;Off;Off;Off
54228;2,4224966;ALERT;On;Receiver;Off;Off;Off
54229;2,4224966;ALERT;On;Receiver;Off;Off;Off
54230;2,4224966;ALERT;On;Receiver;Off;Off;Off
54231;2,4224966;ALERT;On;Receiver;Off;Off;Off
54232;2,4224966;ALERT;On;Receiver;Off;Off;Off
54233;2,4224966;ALERT;On;Receiver;Off;Off;Off
54234;2,4224966;ALERT;On;Receiver;Off;Off;Off
54235;2,4224966;ALERT;On;Receiver;Off;Off;Off
54236;2,4224966;ALERT;On;Receiver;Off;Off;Off
54237;2,4224966;ALERT;On;Receiver;Off;Off;Off
54238;2,4224966;ALERT;On;Receiver;Off;Off;Off
54239;2,4224966;ALERT;On;Receiver;Off;Off;Off
54240;2,4224966;ALERT;On;Receiver;Off;Off;Off
54241;2,4224966;ALERT;On;Receiver;Off;Off;Off
54242;2,4224966;ALERT;On;Receiver;Off;Off;Off
54243;2,4224966;ALERT;On;Receiver;Off;Off;Off
54244;2,4224966;ALERT;On;Receiver;Off;Off;Off
54245;2,4224966;ALERT;On;Receiver;Off;Off;Off
54246;2,4224966;ALERT;On;Receiver;Off;Off;Off
54247;2,4224966;ALERT;On;Receiver;Off;Off;Off
54248;2,4224966;ALERT;On;Receiver;Off;Off;Off
54249;2,4224966;ALERT;On;Receiver;Off;Off;Off
54250;2,4224966;ALERT;On;Receiver;Off;Off;Off
54251;2,4224966;ALERT;On;Receiver;Off;Off;Off
54252;2,4224966;ALERT;On;Receiver;Off;Off;Off
54253;2,4224966;ALERT;On;Receiver;Off;Off;Off
54254;2,4224966;ALERT;On;Receiver;Off;Off;Off
54255;2,4224966;ALERT;On;Receiver;Off;Off;Off
54256;2,4224966;ALERT;On;Receiver;Off;Off;Off
54257;2,4224966;ALERT;On;Receiver;Off;Off;Off
54258;2,4224966;ALERT;On;Receiver;Off;Off;Off
54259;2,4224966;ALERT;On;Receiver;Off;Off;Off
54260;2,4224966;ALERT;On;Receiver;Off;Off;Off
54261;2,4224966;ALERT;On;Receiver;Off;Off;Off
54262;2,4224966;ALERT;On;Receiver;Off;Off;Off
54263;2,4224966;ALERT;On;Receiver;Off;Off;Off
54264;2,4224966;ALERT;On;Receiver;Off;Off;Off
54265;2,4224966;ALERT;On;Receiver;Off;Off;Off
54266;2,4224966;ALERT;On;Receiver;Off;Off;Off
54267;2,4224966;ALERT;On;Receiver;Off;Off;Off
54268;2,4224966;ALERT;On;Receiver;Off;Off;Off
54269;2,4224966;ALERT;On;Receiver;Off;Off;Off
54270;2,4224966;ALERT;On;Receiver;Off;Off;Off
54271;2,4224966;ALERT;On;Receiver;Off;Off;Off
54272;2,4224966;ALERT;On;Receiver;Off;Off;Off
54273;2,4224966;ALERT;On;Receiver;Off;Off;Off
54274;2,4224966;ALERT;On;Receiver;Off;Off;Off
54275;2,4224966;ALERT;On;Receiver;Off;Off;Off
54276;2,4224966;ALERT;On;Receiver;Off;Off;Off
54277;2,4224966;ALERT;On;Receiver;Off;Off;Off
54278;2,4224966;ALERT;On;Receiver;Off;Off;Off
54279;2,4224966;ALERT;On;Receiver;Off;Off;Off
54280;2,4224966;ALERT;On;Receiver;Off;Off;Off
54281;2,4224966;ALERT;On;Receiver;Off;Off;Off
54282;2,4224966;ALERT;On;Receiver;Off;Off;Off
54283;2,4224966;ALERT;On;Receiver;Off;Off;Off
54284;2,4224966;ALERT;On;Receiver;Off;Off;Off
54285;2,4224966;ALERT;On;Receiver;Off;Off;Off
54286;2,4224966;ALERT;On;Receiver;Off;Off;Off
54287;2,4224966;ALERT;On;Receiver;Off;Off;Off
54288;2,4224966;ALERT;On;Receiver;Off;Off;Off
54289;2,4224966;ALERT;On;Receiver;Off;Off;Off
54290;2,4224966;ALERT;On;Receiver;Off;Off;Off
54291;2,4224966;ALERT;On;Receiver;Off;Off;Off
54292;2,4224966;ALERT;On;Receiver;Off;Off;Off
54293;2,4224966;ALERT;On;Receiver;Off;Off;Off
54294;2,4224966;ALERT;On;Receiver;Off;Off;Off
54295;2,4224966;ALERT;On;Receiver;Off;Off;Off
54296;2,4224966;ALERT;On;Receiver;Off;Off;Off
54297;2,4224966;ALERT;On;Receiver;Off;Off;Off
54298;2,4224966;ALERT;On;Receiver;Off;Off;Off
54299;2,4224966;ALERT;On;Receiver;Off;Off;Off
54300;2,4224966;ALERT;On;Receiver;Off;Off;Off
54301;2,4224966;ALERT;On;Receiver;Off;Off;Off
54302;2,4224966;ALERT;On;Receiver;Off;Off;Off
54303;2,4224966;ALERT;On;Receiver;Off;Off;Off
54304;2,4224966;ALERT;On;Receiver;Off;Off;Off
54305;2,4224966;ALERT;On;Receiver;Off;Off;Off
54306;2,4224966;ALERT;On;Receiver;Off;Off;Off
54307;2,4224966;ALERT;On;Receiver;Off;Off;Off
54308;2,4224966;ALERT;On;Receiver;Off;Off;Off
54309;2,4224966;ALERT;On;Receiver;Off;Off;Off
54310;2,4224966;ALERT;On;Receiver;Off;Off;Off
54311;2,4224966;ALERT;On;Receiver;Off;Off;Off
54312;2,4224966;ALERT;On;Receiver;Off;Off;Off
54313;2,4224966;ALERT;On;Receiver;Off;Off;Off
54314;2,4224966;ALERT;On;Receiver;Off;Off;Off
54315;2,4224966;ALERT;On;Receiver;Off;Off;Off
54316;2,4224966;ALERT;On;Receiver;Off;Off;Off
54317;2,4224966;ALERT;On;Receiver;Off;Off;Off
54318;2,4224966;ALERT;On;Receiver;Off;Off;Off
54319;2,4224966;ALERT;On;Receiver;Off;Off;Off
54320;2,4224966;ALERT;On;Receiver;Off;Off;Off
54321;2,4224966;ALERT;On;Receiver;Off;Off;Off
54322;2,4224966;ALERT;On;Receiver;Off;Off;Off
54323;2,4224966;ALERT;On;Receiver;Off;Off;Off
54324;2,4224966;ALERT;On;Receiver;Off;Off;Off
54325;2,4224966;ALERT;On;Receiver;Off;Off;Off
54326;2,4224966;ALERT;On;Receiver;Off;Off;Off
54327;2,4224966;ALERT;On;Receiver;Off;Off;Off
54328;2,4224966;ALERT;On;Receiver;Off;Off;Off
54329;2,4224966;ALERT;On;Receiver;Off;Off;Off
54330;2,4224966;ALERT;On;Receiver;Off;Off;Off
54331;2,4224966;ALERT;On;Receiver;Off;Off;Off
54332;2,4224966;ALERT;On;Receiver;Off;Off;Off
54333;2,4224966;ALERT;On;Receiver;Off;Off;Off
54334;2,4224966;ALERT;On;Receiver;Off;Off;Off
54335;2,4224966;ALERT;On;Receiver;Off;Off;Off
54336;2,4224966;ALERT;On;Receiver;Off;Off;Off
54337;2,4224966;ALERT;On;Receiver;Off;Off;Off
54338;2,4224966;ALERT;On;Receiver;Off;Off;Off
54339;2,4224966;ALERT;On;Receiver;Off;Off;Off
54340;2,4224966;ALERT;On;Receiver;Off;Off;Off
54341;2,4224966;ALERT;On;Receiver;Off;Off;Off
54342;2,4224966;ALERT;On;Receiver;Off;Off;Off
54343;2,4224966;ALERT;On;Receiver;Off;Off;Off
54344;2,4224966;ALERT;On;Receiver;Off;Off;Off
54345;2,4224966;ALERT;On;Receiver;Off;Off;Off
54346;2,4224966;ALERT;On;Receiver;Off;Off;Off
54347;2,4224966;ALERT;On;Receiver;Off;Off;Off
54348;2,4224966;ALERT;On;Receiver;Off;Off;Off
54349;2,4224966;ALERT;On;Receiver;Off;Off;Off
54350;2,4224966;ALERT;On;Receiver;Off;Off;Off
54351;2,4224966;ALERT;On;Receiver;Off;Off;Off
54352;2,4224966;ALERT;On;Receiver;Off;Off;Off
54353;2,4224966;ALERT;On;Receiver;Off;Off;Off
54354;2,4224966;ALERT;On;Receiver;Off;Off;Off
54355;2,4224966;ALERT;On;Receiver;Off;Off;Off
54356;2,4224966;ALERT;On;Receiver;Off;Off;Off
54357;2,4224966;ALERT;On;Receiver;Off;Off;Off
54358;2,4224966;ALERT;On;Receiver;Off;Off;Off
54359;2,4224966;ALERT;On;Receiver;Off;Off;Off
54360;2,4224966;ALERT;On;Receiver;Off;Off;Off
54361;2,4224966;ALERT;On;Receiver;Off;Off;Off
54362;2,4224966;ALERT;On;Receiver;Off;Off;Off
54363;2,4224966;ALERT;On;Receiver;Off;Off;Off
54364;2,4224966;ALERT;On;Receiver;Off;Off;Off
54365;2,4224966;ALERT;On;Receiver;Off;Off;Off
54366;2,4224966;ALERT;On;Receiver;Off;Off;Off
54367;2,4224966;ALERT;On;Receiver;Off;Off;Off
54368;2,4224966;ALERT;On;Receiver;Off;Off;Off
54369;2,4224966;ALERT;On;Receiver;Off;Off;Off
54370;2,4224966;ALERT;On;Receiver;Off;Off;Off
54371;2,4224966;ALERT;On;Receiver;Off;Off;Off
54372;2,4224966;ALERT;On;Receiver;Off;Off;Off
54373;2,4224966;ALERT;On;Receiver;Off;Off;Off
54374;2,4224966;ALERT;On;Receiver;Off;Off;Off
54375;2,4224966;ALERT;On;Receiver;Off;Off;Off
54376;2,4224966;ALERT;On;Receiver;Off;Off;Off
54377;2,4224966;ALERT;On;Receiver;Off;Off;Off
54378;2,4224966;ALERT;On;Receiver;Off;Off;Off
54379;2,4224966;ALERT;On;Receiver;Off;Off;Off
54380;2,4224966;ALERT;On;Receiver;Off;Off;Off
54381;2,4224966;ALERT;On;Receiver;Off;Off;Off
54382;2,4224966;ALERT;On;Receiver;Off;Off;Off
54383;2,4224966;ALERT;On;Receiver;Off;Off;Off
54384;2,4224966;ALERT;On;Receiver;Off;Off;Off
54385;2,4224966;ALERT;On;Receiver;Off;Off;Off
54386;2,4224966;ALERT;On;Receiver;Off;Off;Off
54387;2,4224966;ALERT;On;Receiver;Off;Off;Off
54388;2,4224966;ALERT;On;Receiver;Off;Off;Off
54389;2,4224966;ALERT;On;Receiver;Off;Off;Off
54390;2,4224966;ALERT;On;Receiver;Off;Off;Off
54391;2,4224966;ALERT;On;Receiver;Off;Off;Off
54392;2,4224966;ALERT;On;Receiver;Off;Off;Off
54393;2,4224966;ALERT;On;Receiver;Off;Off;Off
54394;2,4224966;ALERT;On;Receiver;Off;Off;Off
54395;2,4224966;ALERT;On;Receiver;Off;Off;Off
54396;2,4224966;ALERT;On;Receiver;Off;Off;Off
54397;2,4224966;ALERT;On;Receiver;Off;Off;Off
54398;2,4224966;ALERT;On;Receiver;Off;Off;Off
54399;2,4224966;ALERT;On;Receiver;Off;Off;Off
54400;2,4224966;ALERT;On;Receiver;Off;Off;Off
54401;2,4224966;ALERT;On;Receiver;Off;Off;Off
54402;2,4224966;ALERT;On;Receiver;Off;Off;Off
54403;2,4224966;ALERT;On;Receiver;Off;Off;Off
54404;2,4224966;ALERT;On;Receiver;Off;Off;Off
54405;2,4224966;ALERT;On;Receiver;Off;Off;Off
54406;2,4224966;ALERT;On;Receiver;Off;Off;Off
54407;2,4224966;ALERT;On;Receiver;Off;Off;Off
54408;2,4224966;ALERT;On;Receiver;Off;Off;Off
54409;2,4224966;ALERT;On;Receiver;Off;Off;Off
54410;2,4224966;ALERT;On;Receiver;Off;Off;Off
54411;2,4224966;ALERT;On;Receiver;Off;Off;Off
54412;2,4224966;ALERT;On;Receiver;Off;Off;Off
54413;2,4224966;ALERT;On;Receiver;Off;Off;Off
54414;2,4224966;ALERT;On;Receiver;Off;Off;Off
54415;2,4224966;ALERT;On;Receiver;Off;Off;Off
54416;2,4224966;ALERT;On;Receiver;Off;Off;Off
54417;2,4224966;ALERT;On;Receiver;Off;Off;Off
54418;2,4224966;ALERT;On;Receiver;Off;Off;Off
54419;2,4224966;ALERT;On;Receiver;Off;Off;Off
54420;2,4224966;ALERT;On;Receiver;Off;Off;Off
54421;2,4224966;ALERT;On;Receiver;Off;Off;Off
54422;2,4224966;ALERT;On;Receiver;Off;Off;Off
54423;2,4224966;ALERT;On;Receiver;Off;Off;Off
54424;2,4224966;ALERT;On;Receiver;Off;Off;Off
54425;2,4224966;ALERT;On;Receiver;Off;Off;Off
54426;2,4224966;ALERT;On;Receiver;Off;Off;Off
54427;2,4224966;ALERT;On;Receiver;Off;Off;Off
54428;2,4224966;ALERT;On;Receiver;Off;Off;Off
54429;2,4224966;ALERT;On;Receiver;Off;Off;Off
54430;2,4224966;ALERT;On;Receiver;Off;Off;Off
54431;2,4224966;ALERT;On;Receiver;Off;Off;Off
54432;2,4224966;ALERT;On;Receiver;Off;Off;Off
54433;2,4224966;ALERT;On;Receiver;Off;Off;Off
54434;2,4224966;ALERT;On;Receiver;Off;Off;Off
54435;2,4224966;ALERT;On;Receiver;Off;Off;Off
54436;2,4224966;ALERT;On;Receiver;Off;Off;Off
54437;2,4224966;ALERT;On;Receiver;Off;Off;Off
54438;2,4224966;ALERT;On;Receiver;Off;Off;Off
54439;2,4224966;ALERT;On;Receiver;Off;Off;Off
54440;2,4224966;ALERT;On;Receiver;Off;Off;Off
54441;2,4224966;ALERT;On;Receiver;Off;Off;Off
54442;2,4224966;ALERT;On;Receiver;Off;Off;Off
54443;2,4224966;ALERT;On;Receiver;Off;Off;Off
54444;2,4224966;ALERT;On;Receiver;Off;Off;Off
54445;2,4224966;ALERT;On;Receiver;Off;Off;Off
54446;2,4224966;ALERT;On;Receiver;Off;Off;Off
54447;2,4224966;ALERT;On;Receiver;Off;Off;Off
54448;2,4224966;ALERT;On;Receiver;Off;Off;Off
54449;2,4224966;ALERT;On;Receiver;Off;Off;Off
54450;2,4224966;ALERT;On;Receiver;Off;Off;Off
54451;2,4224966;ALERT;On;Receiver;Off;Off;Off
54452;2,4224966;ALERT;On;Receiver;Off;Off;Off
54453;2,4224966;ALERT;On;Receiver;Off;Off;Off
54454;2,4224966;ALERT;On;Receiver;Off;Off;Off
54455;2,4224966;ALERT;On;Receiver;Off;Off;Off
54456;2,4224966;ALERT;On;Receiver;Off;Off;Off
54457;2,4224966;ALERT;On;Receiver;Off;Off;Off
54458;2,4224966;ALERT;On;Receiver;Off;Off;Off
54459;2,4224966;ALERT;On;Receiver;Off;Off;Off
54460;2,4224966;ALERT;On;Receiver;Off;Off;Off
54461;2,4224966;ALERT;On;Receiver;Off;Off;Off
54462;2,4224966;ALERT;On;Receiver;Off;Off;Off
54463;2,4224966;ALERT;On;Receiver;Off;Off;Off
54464;2,4224966;ALERT;On;Receiver;Off;Off;Off
54465;2,4224966;ALERT;On;Receiver;Off;Off;Off
54466;2,4224966;ALERT;On;Receiver;Off;Off;Off
54467;2,4224966;ALERT;On;Receiver;Off;Off;Off
54468;2,4224966;ALERT;On;Receiver;Off;Off;Off
54469;2,4224966;ALERT;On;Receiver;Off;Off;Off
54470;2,4224966;ALERT;On;Receiver;Off;Off;Off
54471;2,4224966;ALERT;On;Receiver;Off;Off;Off
54472;2,4224966;ALERT;On;Receiver;Off;Off;Off
54473;2,4224966;ALERT;On;Receiver;Off;Off;Off
54474;2,4224966;ALERT;On;Receiver;Off;Off;Off
54475;2,4224966;ALERT;On;Receiver;Off;Off;Off
54476;2,4224966;ALERT;On;Receiver;Off;Off;Off
54477;2,4224966;ALERT;On;Receiver;Off;Off;Off
54478;2,4224966;ALERT;On;Receiver;Off;Off;Off
54479;2,4224966;ALERT;On;Receiver;Off;Off;Off
54480;2,4224966;ALERT;On;Receiver;Off;Off;Off
54481;2,4224966;ALERT;On;Receiver;Off;Off;Off
54482;2,4224966;ALERT;On;Receiver;Off;Off;Off
54483;2,4224966;ALERT;On;Receiver;Off;Off;Off
54484;2,4224966;ALERT;On;Receiver;Off;Off;Off
54485;2,4224966;ALERT;On;Receiver;Off;Off;Off
54486;2,4224966;ALERT;On;Receiver;Off;Off;Off
54487;2,4224966;ALERT;On;Receiver;Off;Off;Off
54488;2,4224966;ALERT;On;Receiver;Off;Off;Off
54489;2,4224966;ALERT;On;Receiver;Off;Off;Off
54490;2,4224966;ALERT;On;Receiver;Off;Off;Off
54491;2,4224966;ALERT;On;Receiver;Off;Off;Off
54492;2,4224966;ALERT;On;Receiver;Off;Off;Off
54493;2,4224966;ALERT;On;Receiver;Off;Off;Off
54494;2,4224966;ALERT;On;Receiver;Off;Off;Off
54495;2,4224966;ALERT;On;Receiver;Off;Off;Off
54496;2,4224966;ALERT;On;Receiver;Off;Off;Off
54497;2,4224966;ALERT;On;Receiver;Off;Off;Off
54498;2,4224966;ALERT;On;Receiver;Off;Off;Off
54499;2,4224966;ALERT;On;Receiver;Off;Off;Off
54500;2,4224966;ALERT;On;Receiver;Off;Off;Off
54501;2,4224966;ALERT;On;Receiver;Off;Off;Off
54502;2,4224966;ALERT;On;Receiver;Off;Off;Off
54503;2,4224966;ALERT;On;Receiver;Off;Off;Off
54504;2,4224966;ALERT;On;Receiver;Off;Off;Off
54505;2,4224966;ALERT;On;Receiver;Off;Off;Off
54506;2,4224966;ALERT;On;Receiver;Off;Off;Off
54507;2,4224966;ALERT;On;Receiver;Off;Off;Off
54508;2,4224966;ALERT;On;Receiver;Off;Off;Off
54509;2,4224966;ALERT;On;Receiver;Off;Off;Off
54510;2,4224966;ALERT;On;Receiver;Off;Off;Off
54511;2,4224966;ALERT;On;Receiver;Off;Off;Off
54512;2,4224966;ALERT;On;Receiver;Off;Off;Off
54513;2,4224966;ALERT;On;Receiver;Off;Off;Off
54514;2,4224966;ALERT;On;Receiver;Off;Off;Off
54515;2,4224966;ALERT;On;Receiver;Off;Off;Off
54516;2,4224966;ALERT;On;Receiver;Off;Off;Off
54517;2,4224966;ALERT;On;Receiver;Off;Off;Off
54518;2,4224966;ALERT;On;Receiver;Off;Off;Off
54519;2,4224966;ALERT;On;Receiver;Off;Off;Off
54520;2,4224966;ALERT;On;Receiver;Off;Off;Off
54521;2,4224966;ALERT;On;Receiver;Off;Off;Off
54522;2,4224966;ALERT;On;Receiver;Off;Off;Off
54523;2,4224966;ALERT;On;Receiver;Off;Off;Off
54524;2,4224966;ALERT;On;Receiver;Off;Off;Off
54525;2,4224966;ALERT;On;Receiver;Off;Off;Off
54526;2,4224966;ALERT;On;Receiver;Off;Off;Off
54527;2,4224966;ALERT;On;Receiver;Off;Off;Off
54528;2,4224966;ALERT;On;Receiver;Off;Off;Off
54529;2,4224966;ALERT;On;Receiver;Off;Off;Off
54530;2,4224966;ALERT;On;Receiver;Off;Off;Off
54531;2,4224966;ALERT;On;Receiver;Off;Off;Off
54532;2,4224966;ALERT;On;Receiver;Off;Off;Off
54533;2,4224966;ALERT;On;Receiver;Off;Off;Off
54534;2,4224966;ALERT;On;Receiver;Off;Off;Off
54535;2,4224966;ALERT;On;Receiver;Off;Off;Off
54536;2,4224966;ALERT;On;Receiver;Off;Off;Off
54537;2,4224966;ALERT;On;Receiver;Off;Off;Off
54538;2,4224966;ALERT;On;Receiver;Off;Off;Off
54539;2,4224966;ALERT;On;Receiver;Off;Off;Off
54540;2,4224966;ALERT;On;Receiver;Off;Off;Off
54541;2,4224966;ALERT;On;Receiver;Off;Off;Off
54542;2,4224966;ALERT;On;Receiver;Off;Off;Off
54543;2,4224966;ALERT;On;Receiver;Off;Off;Off
54544;2,4224966;ALERT;On;Receiver;Off;Off;Off
54545;2,4224966;ALERT;On;Receiver;Off;Off;Off
54546;2,4224966;ALERT;On;Receiver;Off;Off;Off
54547;2,4224966;ALERT;On;Receiver;Off;Off;Off
54548;2,4224966;ALERT;On;Receiver;Off;Off;Off
54549;2,4224966;ALERT;On;Receiver;Off;Off;Off
54550;2,4224966;ALERT;On;Receiver;Off;Off;Off
54551;2,4224966;ALERT;On;Receiver;Off;Off;Off
54552;2,4224966;ALERT;On;Receiver;Off;Off;Off
54553;2,4224966;ALERT;On;Receiver;Off;Off;Off
54554;2,4224966;ALERT;On;Receiver;Off;Off;Off
54555;2,4224966;ALERT;On;Receiver;Off;Off;Off
54556;2,4224966;ALERT;On;Receiver;Off;Off;Off
54557;2,4224966;ALERT;On;Receiver;Off;Off;Off
54558;2,4224966;ALERT;On;Receiver;Off;Off;Off
54559;2,4224966;ALERT;On;Receiver;Off;Off;Off
54560;2,4224966;ALERT;On;Receiver;Off;Off;Off
54561;2,4224966;ALERT;On;Receiver;Off;Off;Off
54562;2,4224966;ALERT;On;Receiver;Off;Off;Off
54563;2,4224966;ALERT;On;Receiver;Off;Off;Off
54564;2,4224966;ALERT;On;Receiver;Off;Off;Off
54565;2,4224966;ALERT;On;Receiver;Off;Off;Off
54566;2,4224966;ALERT;On;Receiver;Off;Off;Off
54567;2,4224966;ALERT;On;Receiver;Off;Off;Off
54568;2,4224966;ALERT;On;Receiver;Off;Off;Off
54569;2,4224966;ALERT;On;Receiver;Off;Off;Off
54570;2,4224966;ALERT;On;Receiver;Off;Off;Off
54571;2,4224966;ALERT;On;Receiver;Off;Off;Off
54572;2,4224966;ALERT;On;Receiver;Off;Off;Off
54573;2,4224966;ALERT;On;Receiver;Off;Off;Off
54574;2,4224966;ALERT;On;Receiver;Off;Off;Off
54575;2,4224966;ALERT;On;Receiver;Off;Off;Off
54576;2,4224966;ALERT;On;Receiver;Off;Off;Off
54577;2,4224966;ALERT;On;Receiver;Off;Off;Off
54578;2,4224966;ALERT;On;Receiver;Off;Off;Off
54579;2,4224966;ALERT;On;Receiver;Off;Off;Off
54580;2,4224966;ALERT;On;Receiver;Off;Off;Off
54581;2,4224966;ALERT;On;Receiver;Off;Off;Off
54582;2,4224966;ALERT;On;Receiver;Off;Off;Off
54583;2,4224966;ALERT;On;Receiver;Off;Off;Off
54584;2,4224966;ALERT;On;Receiver;Off;Off;Off
54585;2,4224966;ALERT;On;Receiver;Off;Off;Off
54586;2,4224966;ALERT;On;Receiver;Off;Off;Off
54587;2,4224966;ALERT;On;Receiver;Off;Off;Off
54588;2,4224966;ALERT;On;Receiver;Off;Off;Off
54589;2,4224966;ALERT;On;Receiver;Off;Off;Off
54590;2,4224966;ALERT;On;Receiver;Off;Off;Off
54591;2,4224966;ALERT;On;Receiver;Off;Off;Off
54592;2,4224966;ALERT;On;Receiver;Off;Off;Off
54593;2,4224966;ALERT;On;Receiver;Off;Off;Off
54594;2,4224966;ALERT;On;Receiver;Off;Off;Off
54595;2,4224966;ALERT;On;Receiver;Off;Off;Off
54596;2,4224966;ALERT;On;Receiver;Off;Off;Off
54597;2,4224966;ALERT;On;Receiver;Off;Off;Off
54598;2,4224966;ALERT;On;Receiver;Off;Off;Off
54599;2,4224966;ALERT;On;Receiver;Off;Off;Off
54600;2,4224966;ALERT;On;Receiver;Off;Off;Off
54601;2,4224966;ALERT;On;Receiver;Off;Off;Off
54602;2,4224966;ALERT;On;Receiver;Off;Off;Off
54603;2,4224966;ALERT;On;Receiver;Off;Off;Off
54604;2,4224966;ALERT;On;Receiver;Off;Off;Off
54605;2,4224966;ALERT;On;Receiver;Off;Off;Off
54606;2,4224966;ALERT;On;Receiver;Off;Off;Off
54607;2,4224966;ALERT;On;Receiver;Off;Off;Off
54608;2,4224966;ALERT;On;Receiver;Off;Off;Off
54609;2,4224966;ALERT;On;Receiver;Off;Off;Off
54610;2,4224966;ALERT;On;Receiver;Off;Off;Off
54611;2,4224966;ALERT;On;Receiver;Off;Off;Off
54612;2,4224966;ALERT;On;Receiver;Off;Off;Off
54613;2,4224966;ALERT;On;Receiver;Off;Off;Off
54614;2,4224966;ALERT;On;Receiver;Off;Off;Off
54615;2,4224966;ALERT;On;Receiver;Off;Off;Off
54616;2,4224966;ALERT;On;Receiver;Off;Off;Off
54617;2,4224966;ALERT;On;Receiver;Off;Off;Off
54618;2,4224966;ALERT;On;Receiver;Off;Off;Off
54619;2,4224966;ALERT;On;Receiver;Off;Off;Off
54620;2,4224966;ALERT;On;Receiver;Off;Off;Off
54621;2,4224966;ALERT;On;Receiver;Off;Off;Off
54622;2,4224966;ALERT;On;Receiver;Off;Off;Off
54623;2,4224966;ALERT;On;Receiver;Off;Off;Off
54624;2,4224966;ALERT;On;Receiver;Off;Off;Off
54625;2,4224966;ALERT;On;Receiver;Off;Off;Off
54626;2,4224966;ALERT;On;Receiver;Off;Off;Off
54627;2,4224966;ALERT;On;Receiver;Off;Off;Off
54628;2,4224966;ALERT;On;Receiver;Off;Off;Off
54629;2,4224966;ALERT;On;Receiver;Off;Off;Off
54630;2,4224966;ALERT;On;Receiver;Off;Off;Off
