time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
7650;18,839817;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7651;18,839582;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7652;18,839348;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7653;18,839115;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7654;18,83888;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7655;18,838646;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7656;18,838413;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7657;18,838179;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7658;18,837946;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7659;18,837711;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7660;18,837477;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7661;18,837244;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7662;18,83701;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7663;18,836775;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7664;18,836542;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7665;18,836308;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7666;18,836075;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7667;18,83584;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7668;18,835606;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7669;18,835373;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7670;18,835138;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7671;18,834904;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7672;18,834671;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7673;18,834436;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7674;18,834204;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7675;18,83397;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7676;18,833735;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7677;18,833502;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7678;18,833267;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7679;18,833033;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7680;18,8328;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7681;18,832565;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7682;18,832333;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7683;18,832098;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7684;18,831863;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7685;18,83163;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7686;18,831396;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7687;18,831161;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7688;18,830929;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7689;18,830694;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7690;18,830462;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7691;18,830227;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7692;18,829992;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7693;18,82976;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7694;18,829525;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7695;18,82929;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7696;18,829058;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7697;18,828823;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7698;18,82859;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7699;18,828356;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7700;18,828121;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7701;18,827888;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7702;18,827654;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7703;18,82742;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7704;18,827187;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7705;18,826952;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7706;18,82672;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7707;18,826485;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7708;18,82625;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7709;18,826017;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7710;18,825783;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7711;18,825548;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7712;18,825315;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7713;18,82508;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7714;18,824848;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7715;18,824614;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7716;18,824379;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7717;18,824146;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7718;18,823912;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7719;18,823677;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7720;18,823444;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7721;18,82321;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7722;18,822975;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7723;18,822742;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7724;18,822508;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7725;18,822275;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7726;18,82204;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7727;18,821806;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7728;18,821573;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7729;18,821339;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7730;18,821104;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7731;18,820871;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7732;18,820637;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7733;18,820404;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7734;18,82017;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7735;18,819935;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7736;18,819702;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7737;18,819468;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7738;18,819233;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7739;18,819;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7740;18,818766;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7741;18,818533;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7742;18,818298;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7743;18,818064;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7744;18,817831;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7745;18,817596;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7746;18,817362;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7747;18,81713;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7748;18,816895;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7749;18,816662;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7750;18,816427;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7751;18,816193;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7752;18,81596;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7753;18,815725;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7754;18,81549;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7755;18,815258;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7756;18,815023;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7757;18,81479;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7758;18,814556;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7759;18,814322;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7760;18,814089;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7761;18,813854;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7762;18,81362;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7763;18,813387;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7764;18,813152;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7765;18,81292;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7766;18,812685;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7767;18,81245;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7768;18,812218;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7769;18,811983;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7770;18,811749;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7771;18,811516;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7772;18,811281;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7773;18,811049;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7774;18,810814;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7775;18,81058;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7776;18,810347;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7777;18,810112;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7778;18,809877;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7779;18,809645;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7780;18,80941;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7781;18,809177;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7782;18,808943;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7783;18,808708;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7784;18,808475;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7785;18,80824;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7786;18,808006;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7787;18,807774;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7788;18,807539;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7789;18,807306;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7790;18,807072;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7791;18,806837;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7792;18,806604;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7793;18,80637;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7794;18,806135;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7795;18,805902;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7796;18,805668;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7797;18,805435;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7798;18,8052;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7799;18,804966;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7800;18,804733;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7801;18,804499;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7802;18,804264;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7803;18,804031;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7804;18,803797;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7805;18,803564;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7806;18,80333;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7807;18,803095;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7808;18,802862;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7809;18,802628;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7810;18,802393;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7811;18,80216;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7812;18,801926;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7813;18,801693;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7814;18,801458;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7815;18,801224;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7816;18,800991;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7817;18,800756;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7818;18,800522;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7819;18,80029;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7820;18,800055;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7821;18,799822;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7822;18,799587;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7823;18,799353;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7824;18,79912;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7825;18,798885;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7826;18,79865;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7827;18,798418;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7828;18,798183;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7829;18,79795;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7830;18,797716;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7831;18,797482;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7832;18,797249;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7833;18,797014;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7834;18,79678;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7835;18,796547;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7836;18,796312;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7837;18,79608;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7838;18,795845;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7839;18,79561;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7840;18,795378;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7841;18,795143;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7842;18,794909;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7843;18,794676;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7844;18,794441;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7845;18,794209;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7846;18,793974;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7847;18,79374;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7848;18,793507;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7849;18,793272;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7850;18,793037;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7851;18,792805;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7852;18,79257;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7853;18,792337;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7854;18,792103;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7855;18,791868;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7856;18,791636;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7857;18,7914;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7858;18,791166;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7859;18,790934;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7860;18,790699;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7861;18,790466;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7862;18,790232;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7863;18,789997;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7864;18,789764;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7865;18,78953;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7866;18,789295;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7867;18,789062;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7868;18,788828;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7869;18,788595;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7870;18,78836;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7871;18,788126;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7872;18,787893;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7873;18,787659;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7874;18,787424;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7875;18,787191;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7876;18,786957;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7877;18,786724;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7878;18,78649;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7879;18,786255;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7880;18,786022;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7881;18,785788;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7882;18,785553;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7883;18,78532;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7884;18,785086;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7885;18,784853;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7886;18,784618;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7887;18,784384;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7888;18,784151;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7889;18,783916;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7890;18,783682;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7891;18,78345;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7892;18,783215;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7893;18,782982;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7894;18,782747;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7895;18,782513;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7896;18,78228;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7897;18,782045;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7898;18,78181;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7899;18,781578;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7900;18,781343;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7901;18,78111;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7902;18,780876;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7903;18,780642;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7904;18,780409;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7905;18,780174;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7906;18,77994;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7907;18,779707;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7908;18,779472;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7909;18,77924;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7910;18,779005;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7911;18,77877;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7912;18,778538;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7913;18,778303;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7914;18,778069;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7915;18,777836;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7916;18,777601;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7917;18,777369;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7918;18,777134;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7919;18,7769;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7920;18,776667;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7921;18,777042;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7922;18,77742;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7923;18,777798;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7924;18,778175;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7925;18,778553;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7926;18,778929;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7927;18,779306;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7928;18,779684;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7929;18,780062;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7930;18,780437;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7931;18,780815;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7932;18,781193;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7933;18,78157;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7934;18,781948;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7935;18,782324;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7936;18,782701;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7937;18,78308;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7938;18,783457;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7939;18,783833;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7940;18,78421;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7941;18,784588;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7942;18,784966;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7943;18,785343;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7944;18,785719;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7945;18,786097;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7946;18,786474;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7947;18,786852;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7948;18,787228;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7949;18,787605;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7950;18,787983;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7951;18,78836;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7952;18,788736;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7953;18,789114;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7954;18,789492;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7955;18,78987;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7956;18,790247;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7957;18,790623;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7958;18,791;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7959;18,791378;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7960;18,791756;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7961;18,792131;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7962;18,79251;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7963;18,792887;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7964;18,793264;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7965;18,793642;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7966;18,794018;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7967;18,794395;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7968;18,794773;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7969;18,79515;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7970;18,795527;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7971;18,795904;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7972;18,796282;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7973;18,79666;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7974;18,797035;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7975;18,797413;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7976;18,79779;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7977;18,798168;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7978;18,798546;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7979;18,798922;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7980;18,7993;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7981;18,799677;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7982;18,800055;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7983;18,80043;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7984;18,800808;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7985;18,801186;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7986;18,801563;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7987;18,80194;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7988;18,802317;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7989;18,802694;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7990;18,803072;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7991;18,80345;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7992;18,803825;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7993;18,804203;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7994;18,80458;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7995;18,804958;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7996;18,805334;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7997;18,805712;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7998;18,80609;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
7999;18,806467;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8000;18,806845;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8001;18,80722;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8002;18,807598;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8003;18,807976;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8004;18,808353;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8005;18,80873;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8006;18,809107;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8007;18,809484;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8008;18,809862;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
8009;18,81024;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
