time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
7292;18,923548;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7293;18,923315;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7294;18,92308;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7295;18,922846;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7296;18,922613;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7297;18,922379;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7298;18,922146;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7299;18,921911;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7300;18,921677;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7301;18,921444;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7302;18,92121;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7303;18,920975;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7304;18,920742;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7305;18,920507;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7306;18,920275;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7307;18,92004;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7308;18,919806;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7309;18,919573;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7310;18,919338;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7311;18,919104;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7312;18,91887;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7313;18,918636;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7314;18,918404;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7315;18,918169;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7316;18,917934;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7317;18,917702;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7318;18,917467;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7319;18,917233;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7320;18,917;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7321;18,916765;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7322;18,916533;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7323;18,916298;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7324;18,916063;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7325;18,91583;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7326;18,915596;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7327;18,915361;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7328;18,915129;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7329;18,914894;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7330;18,914661;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7331;18,914427;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7332;18,914192;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7333;18,91396;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7334;18,913725;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7335;18,91349;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7336;18,913258;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7337;18,913023;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7338;18,91279;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7339;18,912556;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7340;18,912321;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7341;18,912088;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7342;18,911854;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7343;18,91162;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7344;18,911386;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7345;18,911152;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7346;18,91092;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7347;18,910685;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7348;18,91045;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7349;18,910217;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7350;18,909983;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7351;18,909748;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7352;18,909515;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7353;18,90928;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7354;18,909048;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7355;18,908813;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7356;18,908579;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7357;18,908346;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7358;18,908112;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7359;18,907877;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7360;18,907644;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7361;18,90741;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7362;18,907177;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7363;18,906942;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7364;18,906708;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7365;18,906475;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7366;18,90624;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7367;18,906006;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7368;18,905773;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7369;18,905539;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7370;18,905306;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7371;18,905071;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7372;18,904837;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7373;18,904604;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7374;18,90437;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7375;18,904135;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7376;18,903902;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7377;18,903667;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7378;18,903435;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7379;18,9032;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7380;18,902966;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7381;18,902733;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7382;18,902498;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7383;18,902264;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7384;18,90203;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7385;18,901796;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7386;18,901564;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7387;18,901329;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7388;18,901094;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7389;18,900862;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7390;18,900627;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7391;18,900393;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7392;18,90016;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7393;18,899925;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7394;18,899693;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7395;18,899458;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7396;18,899223;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7397;18,89899;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7398;18,898756;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7399;18,898521;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7400;18,898289;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7401;18,898054;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7402;18,897821;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7403;18,897587;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7404;18,897352;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7405;18,89712;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7406;18,896885;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7407;18,89665;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7408;18,896418;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7409;18,896183;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7410;18,89595;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7411;18,895716;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7412;18,895481;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7413;18,895248;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7414;18,895014;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7415;18,89478;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7416;18,894547;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7417;18,894312;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7418;18,89408;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7419;18,893845;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7420;18,89361;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7421;18,893377;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7422;18,893143;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7423;18,892908;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7424;18,892675;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7425;18,89244;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7426;18,892208;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7427;18,891973;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7428;18,891739;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7429;18,891506;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7430;18,891272;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7431;18,891037;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7432;18,890804;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7433;18,89057;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7434;18,890337;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7435;18,890102;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7436;18,889868;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7437;18,889635;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7438;18,8894;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7439;18,889166;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7440;18,888933;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7441;18,888699;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7442;18,888466;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7443;18,888231;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7444;18,887997;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7445;18,887764;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7446;18,88753;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7447;18,887295;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7448;18,887062;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7449;18,886827;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7450;18,886595;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7451;18,88636;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7452;18,886126;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7453;18,885893;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7454;18,885658;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7455;18,885424;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7456;18,885191;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7457;18,884956;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7458;18,884724;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7459;18,88449;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7460;18,884254;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7461;18,884022;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7462;18,883787;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7463;18,883553;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7464;18,88332;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7465;18,883085;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7466;18,882853;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7467;18,882618;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7468;18,882383;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7469;18,88215;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7470;18,881916;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7471;18,881681;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7472;18,881449;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7473;18,881214;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7474;18,880981;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7475;18,880747;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7476;18,880512;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7477;18,88028;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7478;18,880045;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7479;18,87981;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7480;18,879578;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7481;18,879343;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7482;18,87911;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7483;18,878876;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7484;18,878641;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7485;18,878408;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7486;18,878174;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7487;18,87794;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7488;18,877707;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7489;18,877472;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7490;18,87724;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7491;18,877005;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7492;18,87677;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7493;18,876537;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7494;18,876303;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7495;18,876068;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7496;18,875835;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7497;18,8756;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7498;18,875368;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7499;18,875134;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7500;18,874899;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7501;18,874666;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7502;18,874432;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7503;18,874197;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7504;18,873964;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7505;18,87373;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7506;18,873497;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7507;18,873262;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7508;18,873028;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7509;18,872795;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7510;18,87256;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7511;18,872326;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7512;18,872093;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7513;18,871859;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7514;18,871626;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7515;18,871391;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7516;18,871157;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7517;18,870924;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7518;18,87069;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7519;18,870455;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7520;18,870222;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7521;18,869987;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7522;18,869755;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7523;18,86952;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7524;18,869286;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7525;18,869053;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7526;18,868818;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7527;18,868584;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7528;18,868351;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7529;18,868116;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7530;18,867884;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7531;18,86765;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7532;18,867414;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7533;18,867182;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7534;18,866947;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7535;18,866713;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7536;18,86648;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7537;18,866245;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7538;18,866013;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7539;18,865778;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7540;18,865543;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7541;18,86531;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7542;18,865076;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7543;18,864841;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7544;18,864609;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7545;18,864374;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7546;18,864141;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7547;18,863907;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7548;18,863672;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7549;18,86344;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7550;18,863205;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7551;18,86297;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7552;18,862738;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7553;18,862503;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7554;18,86227;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7555;18,862036;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7556;18,861801;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7557;18,861568;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7558;18,861334;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7559;18,8611;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7560;18,860867;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7561;18,860632;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7562;18,8604;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7563;18,860165;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7564;18,85993;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7565;18,859697;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7566;18,859463;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7567;18,859228;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7568;18,858995;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7569;18,85876;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7570;18,858528;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7571;18,858294;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7572;18,858059;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7573;18,857826;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7574;18,857592;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7575;18,857357;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7576;18,857124;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7577;18,85689;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7578;18,856657;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7579;18,856422;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7580;18,856188;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7581;18,855955;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7582;18,85572;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7583;18,855486;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7584;18,855253;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7585;18,855019;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7586;18,854786;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7587;18,854551;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7588;18,854317;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7589;18,854084;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7590;18,85385;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7591;18,853615;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7592;18,853382;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7593;18,853148;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7594;18,852915;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7595;18,85268;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7596;18,852446;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7597;18,852213;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7598;18,851978;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7599;18,851744;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7600;18,851511;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7601;18,851276;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7602;18,851044;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7603;18,85081;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7604;18,850574;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7605;18,850342;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7606;18,850107;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7607;18,849873;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7608;18,84964;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7609;18,849405;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7610;18,849173;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7611;18,848938;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7612;18,848703;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7613;18,84847;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7614;18,848236;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7615;18,848001;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7616;18,847769;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7617;18,847534;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7618;18,847301;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7619;18,847067;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7620;18,846832;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7621;18,8466;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7622;18,846365;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7623;18,84613;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7624;18,845898;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7625;18,845663;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7626;18,84543;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7627;18,845196;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7628;18,844961;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7629;18,844728;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7630;18,844494;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7631;18,84426;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7632;18,844027;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7633;18,843792;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7634;18,84356;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7635;18,843325;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7636;18,84309;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7637;18,842857;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7638;18,842623;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7639;18,842388;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7640;18,842155;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7641;18,84192;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7642;18,841688;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7643;18,841454;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7644;18,841219;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7645;18,840986;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7646;18,840752;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7647;18,840517;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7648;18,840284;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
7649;18,84005;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
